Creditability;Account_Balance;Duration_of_Credit_monthly;Payment_Status_of_Previous_Credit;Purpose;Credit_Amount;Value_Savings_Stocks;Length_of_current_employment;Instalment_per_cent;Sex_Marital_Status;Guarantors;Duration_in_Current_address;Most_valuable_available_asset;Age_years;Concurrent_Credits;Type_of_apartment;No_of_Credits_at_this_Bank;Occupation;No_of_dependents;Telephone;Foreign_Worker;Relative_Credit_Amount;Credit_per_month;Age_at_end_of_credit;Credit_per_dependent;Instalment_to_income_ratio;Stability_Index;Has_Guarantor;Has_Telephone;Is_Foreign_Worker;Credit_to_age_ratio
1;1;6;4.0;3.0;1957;1;4;1;1.0;0.0;4;3;31;3;1.0;1;2.0;1;0.0;0.0;978.5;279.57142857142856;31;978.5;0.5;8;1;0;0;61.15625
1;2;48;3.0;9.0;7582;2;1;2;2.0;0.0;4;4;31;3;1.0;1;3.0;1;1.0;0.0;2527.3333333333335;154.73469387755102;35;3791.0;0.6666666666666666;5;1;1;0;236.9375
1;1;18;2.0;3.0;1936;5;4;2;3.0;0.0;4;3;23;3;0.0;2;1.0;1;0.0;0.0;968.0;101.89473684210526;24;968.0;1.0;8;1;0;0;80.66666666666667
1;1;6;2.0;3.0;2647;3;3;2;2.0;0.0;3;1;44;3;0.0;1;2.0;2;0.0;0.0;1323.5;378.14285714285717;44;882.3333333333334;1.0;6;1;0;0;58.82222222222222
1;1;11;4.0;0.0;3939;1;3;1;2.0;0.0;2;1;40;3;1.0;2;1.0;2;0.0;0.0;1969.5;328.25;40;1313.0;0.5;5;1;0;0;96.07317073170732
1;2;18;2.0;3.0;3213;3;2;1;3.0;0.0;3;1;25;3;0.0;1;2.0;1;0.0;0.0;1071.0;169.10526315789474;26;1606.5;0.3333333333333333;5;1;0;0;123.57692307692308
1;2;36;4.0;3.0;2337;1;5;4;2.0;0.0;4;1;36;3;1.0;1;2.0;1;0.0;0.0;779.0;63.16216216216216;39;1168.5;1.3333333333333333;9;1;0;0;63.16216216216216
1;4;11;4.0;0.0;7228;1;3;1;2.0;0.0;4;2;39;3;1.0;2;1.0;1;0.0;0.0;1445.6;602.3333333333334;39;3614.0;0.2;7;1;0;0;180.7
1;1;6;4.0;0.0;3676;1;3;1;2.0;0.0;3;1;37;3;0.0;3;2.0;2;0.0;0.0;1838.0;525.1428571428571;37;1225.3333333333333;0.5;6;1;0;0;96.73684210526316
1;2;12;4.0;0.0;3124;1;2;1;2.0;0.0;3;1;49;1;1.0;2;1.0;2;0.0;0.0;1041.3333333333333;240.30769230769232;50;1041.3333333333333;0.3333333333333333;5;1;0;0;62.48
0;2;36;2.0;5.0;2384;1;2;4;2.0;0.0;1;4;33;3;0.0;1;1.0;1;0.0;0.0;794.6666666666666;64.43243243243244;36;1192.0;1.3333333333333333;3;1;0;0;70.11764705882354
1;2;12;4.0;4.0;1424;1;4;4;2.0;0.0;3;2;26;3;1.0;1;2.0;1;0.0;0.0;474.6666666666667;109.53846153846153;27;712.0;1.3333333333333333;7;1;0;0;52.74074074074074
1;1;6;4.0;0.0;4716;5;2;1;2.0;0.0;3;1;44;3;1.0;2;1.0;2;0.0;0.0;2358.0;673.7142857142857;44;1572.0;0.5;5;1;0;0;104.8
1;2;11;3.0;3.0;4771;1;4;2;2.0;0.0;4;2;51;3;1.0;1;2.0;1;0.0;0.0;1590.3333333333333;397.5833333333333;51;2385.5;0.6666666666666666;8;1;0;0;91.75
1;1;12;2.0;2.0;652;1;5;4;1.0;0.0;4;2;24;3;0.0;1;2.0;1;0.0;0.0;326.0;50.15384615384615;25;326.0;2.0;9;1;0;0;26.08
1;2;9;4.0;3.0;1154;1;5;2;2.0;0.0;4;1;37;3;1.0;3;1.0;1;0.0;0.0;384.6666666666667;115.4;37;577.0;0.6666666666666666;9;1;0;0;30.36842105263158
1;4;15;2.0;0.0;3556;5;3;3;2.0;0.0;2;4;29;3;1.0;1;2.0;1;0.0;0.0;711.2;222.25;30;1778.0;0.6;5;1;0;0;118.53333333333333
1;3;42;4.0;1.0;4796;1;5;4;2.0;0.0;4;4;56;3;2.0;1;2.0;1;0.0;0.0;1199.0;111.53488372093024;59;2398.0;1.0;9;1;0;0;84.14035087719299
1;3;30;4.0;3.0;3017;1;5;4;2.0;0.0;4;2;47;3;1.0;1;2.0;1;0.0;0.0;754.25;97.3225806451613;49;1508.5;1.0;9;1;0;0;62.854166666666664
1;4;36;4.0;0.0;3535;1;4;4;2.0;0.0;4;3;37;3;1.0;2;2.0;1;1.0;0.0;707.0;95.54054054054055;40;1767.5;0.8;8;1;1;0;93.02631578947368
1;4;36;4.0;0.0;6614;1;5;4;2.0;0.0;4;3;34;3;1.0;2;3.0;1;1.0;0.0;1322.8;178.75675675675674;37;3307.0;0.8;9;1;1;0;188.97142857142856
1;4;24;2.0;3.0;1376;3;4;4;1.0;0.0;1;3;28;3;1.0;1;2.0;1;0.0;0.0;275.2;55.04;30;688.0;0.8;5;1;0;0;47.44827586206897
1;1;15;2.0;0.0;1721;1;2;2;2.0;0.0;3;1;36;3;1.0;1;2.0;1;0.0;0.0;860.5;107.5625;37;860.5;1.0;5;1;0;0;46.513513513513516
1;1;6;4.0;0.0;860;1;5;1;1.0;0.0;4;4;39;3;1.0;2;2.0;1;1.0;0.0;430.0;122.85714285714286;39;430.0;0.5;9;1;1;0;21.5
1;4;12;4.0;0.0;1495;1;5;4;2.0;0.0;1;1;38;3;1.0;2;1.0;2;0.0;0.0;299.0;115.0;39;498.3333333333333;0.8;6;1;0;0;38.333333333333336
1;4;12;4.0;3.0;1934;1;5;2;2.0;0.0;2;4;26;3;1.0;2;2.0;1;0.0;0.0;386.8;148.76923076923077;27;967.0;0.4;7;1;0;0;71.62962962962963
1;4;18;2.0;1.0;3378;5;3;2;2.0;0.0;1;2;31;3;1.0;1;2.0;1;1.0;0.0;675.6;177.78947368421052;32;1689.0;0.4;4;1;1;0;105.5625
1;4;24;4.0;1.0;3868;1;5;4;1.0;0.0;2;3;41;3;0.0;2;3.0;1;1.0;0.0;773.6;154.72;43;1934.0;0.8;7;1;1;0;92.0952380952381
1;4;12;4.0;5.0;996;5;4;4;1.0;0.0;4;1;23;3;1.0;2;2.0;1;0.0;0.0;199.2;76.61538461538461;24;498.0;0.8;8;1;0;0;41.5
1;1;24;2.0;9.0;1755;1;5;4;1.0;2.0;4;1;58;3;1.0;1;1.0;1;1.0;0.0;877.5;70.2;60;877.5;2.0;9;1;1;0;29.74576271186441
1;4;18;4.0;0.0;1028;1;3;4;1.0;0.0;3;1;36;3;1.0;2;2.0;1;0.0;0.0;205.6;54.10526315789474;37;514.0;0.8;6;1;0;0;27.783783783783782
1;2;24;4.0;8.0;2825;5;4;4;2.0;0.0;3;4;34;3;1.0;2;2.0;2;1.0;0.0;941.6666666666666;113.0;36;941.6666666666666;1.3333333333333333;7;1;1;0;80.71428571428571
1;2;18;2.0;6.0;1239;5;3;4;2.0;0.0;4;4;61;3;2.0;1;2.0;1;0.0;0.0;413.0;65.21052631578948;62;619.5;1.3333333333333333;7;1;0;0;19.983870967741936
0;1;18;2.0;0.0;1216;1;2;4;1.0;0.0;3;3;23;3;0.0;1;2.0;1;1.0;0.0;608.0;64.0;24;608.0;2.0;5;1;1;0;50.666666666666664
1;4;24;2.0;8.0;1258;1;4;4;2.0;0.0;1;1;25;3;1.0;1;2.0;1;1.0;0.0;251.6;50.32;27;629.0;0.8;5;1;1;0;48.38461538461539
0;4;18;4.0;6.0;1864;2;3;4;1.0;0.0;2;1;30;3;1.0;2;2.0;1;0.0;0.0;372.8;98.10526315789474;31;932.0;0.8;5;1;0;0;60.12903225806452
1;4;24;2.0;0.0;1474;2;2;4;3.0;0.0;3;1;33;3;1.0;1;2.0;1;1.0;0.0;294.8;58.96;35;737.0;0.8;5;1;1;0;43.35294117647059
1;1;24;4.0;8.0;1382;2;4;4;2.0;0.0;1;1;26;3;1.0;2;2.0;1;1.0;0.0;691.0;55.28;28;691.0;2.0;5;1;1;0;51.18518518518518
1;4;12;2.0;0.0;640;1;3;4;0.0;0.0;2;1;49;3;1.0;1;1.0;1;0.0;0.0;128.0;49.23076923076923;50;320.0;0.8;5;1;0;0;12.8
1;3;36;2.0;3.0;3919;1;3;2;2.0;0.0;2;1;23;3;1.0;1;2.0;1;1.0;0.0;979.75;105.91891891891892;26;1959.5;0.5;5;1;1;0;163.29166666666666
1;4;9;4.0;0.0;1224;1;3;3;2.0;0.0;1;1;30;3;1.0;2;2.0;1;0.0;0.0;244.8;122.4;30;612.0;0.6;4;1;0;0;39.483870967741936
1;4;12;4.0;3.0;2331;5;5;1;2.0;1.0;4;1;49;3;1.0;1;2.0;1;1.0;0.0;466.2;179.30769230769232;50;1165.5;0.2;9;0;1;0;46.62
1;4;24;2.0;1.0;6313;5;5;3;2.0;0.0;4;3;41;3;1.0;1;3.0;2;1.0;0.0;1262.6;252.52;43;2104.3333333333335;0.6;9;1;1;0;150.3095238095238
1;1;12;4.0;3.0;385;1;4;4;1.0;0.0;3;1;58;3;1.0;4;1.0;1;1.0;0.0;192.5;29.615384615384617;59;192.5;2.0;7;1;1;0;6.52542372881356
1;4;12;4.0;3.0;1655;1;5;2;2.0;0.0;4;1;63;3;1.0;2;1.0;1;1.0;0.0;331.0;127.3076923076923;64;827.5;0.4;9;1;1;0;25.859375
1;1;15;2.0;3.0;1053;1;2;4;3.0;0.0;2;1;27;3;1.0;1;2.0;1;0.0;1.0;526.5;65.8125;28;526.5;2.0;4;1;0;0;37.607142857142854
1;4;21;2.0;3.0;3160;5;5;4;2.0;0.0;3;2;41;3;1.0;1;2.0;1;1.0;0.0;632.0;143.63636363636363;42;1580.0;0.8;8;1;1;0;75.23809523809524
1;4;36;2.0;0.0;3079;5;3;4;2.0;0.0;4;1;36;3;1.0;1;2.0;1;0.0;0.0;615.8;83.21621621621621;39;1539.5;0.8;7;1;0;0;83.21621621621621
1;4;12;4.0;0.0;1163;3;3;4;2.0;0.0;4;1;44;3;1.0;1;2.0;1;1.0;0.0;232.6;89.46153846153847;45;581.5;0.8;7;1;1;0;25.844444444444445
1;4;24;2.0;1.0;2679;1;2;4;1.0;0.0;1;4;29;3;1.0;1;3.0;1;1.0;0.0;535.8;107.16;31;1339.5;0.8;3;1;1;0;89.3
1;4;48;4.0;3.0;3578;5;5;4;2.0;0.0;1;1;47;3;1.0;1;2.0;1;1.0;0.0;715.6;73.0204081632653;51;1789.0;0.8;6;1;1;0;74.54166666666667
1;4;36;3.0;0.0;10875;1;5;2;2.0;0.0;2;3;45;3;1.0;2;2.0;2;1.0;0.0;2175.0;293.9189189189189;48;3625.0;0.4;7;1;1;0;236.41304347826087
1;1;12;3.0;0.0;1344;1;3;4;2.0;0.0;2;1;43;3;1.0;2;1.0;2;0.0;0.0;672.0;103.38461538461539;44;448.0;2.0;5;1;0;0;30.545454545454547
1;4;6;4.0;3.0;1237;2;3;1;1.0;0.0;1;2;27;3;1.0;2;2.0;1;0.0;0.0;247.4;176.71428571428572;27;618.5;0.2;4;1;0;0;44.17857142857143
1;4;12;2.0;3.0;3077;1;3;2;2.0;0.0;4;3;52;3;1.0;1;2.0;1;1.0;0.0;615.4;236.69230769230768;53;1538.5;0.4;7;1;1;0;58.056603773584904
1;4;24;2.0;3.0;2284;1;4;4;2.0;0.0;2;3;28;3;1.0;1;2.0;1;1.0;0.0;456.8;91.36;30;1142.0;0.8;6;1;1;0;78.75862068965517
1;2;12;2.0;3.0;1567;1;3;1;1.0;0.0;1;3;22;3;1.0;1;2.0;1;1.0;0.0;522.3333333333334;120.53846153846153;23;783.5;0.3333333333333333;4;1;1;0;68.1304347826087
1;4;24;3.0;0.0;2032;1;5;4;2.0;0.0;4;4;60;3;2.0;2;2.0;1;1.0;0.0;406.4;81.28;62;1016.0;0.8;9;1;1;0;33.31147540983606
1;2;21;4.0;2.0;2745;4;4;3;2.0;0.0;2;3;32;3;1.0;2;2.0;1;1.0;0.0;915.0;124.77272727272727;33;1372.5;1.0;6;1;1;0;83.18181818181819
1;4;30;2.0;3.0;1867;5;5;4;2.0;0.0;4;3;58;3;1.0;1;2.0;1;1.0;0.0;373.4;60.225806451612904;60;933.5;0.8;9;1;1;0;31.64406779661017
1;4;36;2.0;3.0;2299;3;5;4;2.0;0.0;4;3;39;3;1.0;1;2.0;1;0.0;0.0;459.8;62.13513513513514;42;1149.5;0.8;9;1;0;0;57.475
1;4;24;2.0;2.0;929;5;4;4;2.0;0.0;2;3;31;2;1.0;1;2.0;1;1.0;0.0;185.8;37.16;33;464.5;0.8;6;1;1;0;29.03125
1;3;12;2.0;3.0;3399;5;5;2;2.0;0.0;3;3;37;3;1.0;1;3.0;1;0.0;0.0;849.75;261.46153846153845;38;1699.5;0.5;8;1;0;0;89.44736842105263
1;2;9;2.0;2.0;2030;5;4;2;2.0;0.0;1;3;24;3;1.0;1;2.0;1;1.0;0.0;676.6666666666666;203.0;24;1015.0;0.6666666666666666;5;1;1;0;81.2
1;4;21;4.0;1.0;3275;1;5;1;2.0;0.0;4;3;36;3;1.0;1;3.0;1;1.0;0.0;655.0;148.86363636363637;37;1637.5;0.2;9;1;1;0;88.51351351351352
1;4;24;4.0;0.0;1940;4;5;4;2.0;0.0;4;1;60;3;1.0;1;2.0;1;1.0;0.0;388.0;77.6;62;970.0;0.8;9;1;1;0;31.80327868852459
1;1;21;4.0;0.0;1602;1;5;4;3.0;0.0;3;3;30;3;1.0;2;2.0;1;1.0;0.0;801.0;72.81818181818181;31;801.0;2.0;8;1;1;0;51.67741935483871
1;4;15;2.0;3.0;1979;5;5;4;2.0;0.0;2;3;35;3;1.0;1;2.0;1;0.0;0.0;395.8;123.6875;36;989.5;0.8;7;1;0;0;54.97222222222222
1;4;24;4.0;0.0;2022;1;3;4;1.0;0.0;4;3;37;3;1.0;1;2.0;1;1.0;0.0;404.4;80.88;39;1011.0;0.8;7;1;1;0;53.21052631578947
1;4;36;4.0;3.0;3342;5;5;4;2.0;0.0;2;3;51;3;1.0;1;2.0;1;1.0;0.0;668.4;90.32432432432432;54;1671.0;0.8;7;1;1;0;64.26923076923077
1;2;18;2.0;0.0;5866;2;3;2;2.0;0.0;2;3;30;3;1.0;2;2.0;1;1.0;0.0;1955.3333333333333;308.7368421052632;31;2933.0;0.6666666666666666;5;1;1;0;189.2258064516129
1;3;15;4.0;1.0;2360;3;3;2;2.0;0.0;2;3;36;3;1.0;1;2.0;1;1.0;0.0;590.0;147.5;37;1180.0;0.5;5;1;1;0;63.78378378378378
1;4;15;4.0;2.0;1520;5;5;4;2.0;0.0;4;2;63;3;1.0;1;2.0;1;0.0;0.0;304.0;95.0;64;760.0;0.8;9;1;0;0;23.75
1;1;12;2.0;0.0;3651;4;3;1;2.0;0.0;3;2;31;3;1.0;1;2.0;2;0.0;0.0;1825.5;280.84615384615387;32;1217.0;0.5;6;1;0;0;114.09375
1;4;24;4.0;1.0;2346;1;4;4;2.0;0.0;3;3;35;3;1.0;2;2.0;1;1.0;0.0;469.2;93.84;37;1173.0;0.8;7;1;1;0;65.16666666666667
1;4;36;3.0;3.0;4454;1;3;4;1.0;0.0;4;1;34;3;1.0;2;2.0;1;0.0;0.0;890.8;120.37837837837837;37;2227.0;0.8;7;1;0;0;127.25714285714285
1;1;6;4.0;0.0;666;4;4;3;1.0;0.0;4;1;39;3;1.0;2;1.0;1;1.0;0.0;333.0;95.14285714285714;39;333.0;1.5;8;1;1;0;16.65
1;2;24;3.0;0.0;1965;5;3;4;1.0;0.0;4;3;42;3;0.0;2;2.0;1;1.0;0.0;655.0;78.6;44;982.5;1.3333333333333333;7;1;1;0;45.69767441860465
1;2;12;4.0;0.0;1995;2;2;4;2.0;0.0;1;3;27;3;1.0;1;2.0;1;0.0;0.0;665.0;153.46153846153845;28;997.5;1.3333333333333333;3;1;0;0;71.25
1;2;30;2.0;3.0;2991;5;5;2;1.0;0.0;4;3;25;3;1.0;1;2.0;1;0.0;0.0;997.0;96.48387096774194;27;1495.5;0.6666666666666666;9;1;0;0;115.03846153846153
1;2;30;0.0;8.0;4221;1;3;2;1.0;0.0;1;3;28;3;1.0;2;2.0;1;0.0;0.0;1407.0;136.16129032258064;30;2110.5;0.6666666666666666;4;1;0;0;145.55172413793105
1;1;9;2.0;3.0;1364;1;4;3;2.0;0.0;4;1;59;3;1.0;1;2.0;1;0.0;0.0;682.0;136.4;59;682.0;1.5;8;1;0;0;22.733333333333334
1;2;18;4.0;2.0;6361;1;5;2;2.0;0.0;1;4;41;3;1.0;1;2.0;1;1.0;0.0;2120.3333333333335;334.7894736842105;42;3180.5;0.6666666666666666;6;1;1;0;151.45238095238096
1;4;27;4.0;2.0;4526;4;2;4;2.0;0.0;2;1;32;2;1.0;2;1.0;2;1.0;0.0;905.2;161.64285714285714;34;1508.6666666666667;0.8;4;1;1;0;137.15151515151516
1;2;12;4.0;3.0;3573;1;3;1;1.0;0.0;1;1;23;3;1.0;1;1.0;1;0.0;0.0;1191.0;274.84615384615387;24;1786.5;0.3333333333333333;4;1;0;0;148.875
0;2;36;3.0;8.0;4455;1;3;2;0.0;0.0;2;1;30;2;1.0;2;3.0;1;1.0;0.0;1485.0;120.4054054054054;33;2227.5;0.6666666666666666;5;1;1;0;143.70967741935485
1;1;9;2.0;2.0;2136;1;3;3;2.0;0.0;2;1;25;3;1.0;1;2.0;1;0.0;0.0;1068.0;213.6;25;1068.0;1.5;5;1;0;0;82.15384615384616
1;2;42;4.0;8.0;5954;1;4;2;1.0;0.0;1;1;41;1;1.0;2;1.0;1;0.0;0.0;1984.6666666666667;138.46511627906978;44;2977.0;0.6666666666666666;5;1;0;0;141.76190476190476
1;4;24;4.0;2.0;3777;4;3;4;2.0;0.0;4;1;40;3;1.0;1;2.0;1;1.0;0.0;755.4;151.08;42;1888.5;0.8;7;1;1;0;92.1219512195122
1;1;15;2.0;8.0;806;1;3;4;1.0;0.0;4;2;22;3;1.0;1;1.0;1;0.0;0.0;403.0;50.375;23;403.0;2.0;7;1;0;0;35.04347826086956
1;2;24;3.0;8.0;4712;5;3;4;2.0;0.0;2;2;34;1;1.0;2;3.0;1;1.0;0.0;1570.6666666666667;188.48;36;2356.0;1.3333333333333333;5;1;1;0;134.62857142857143
1;2;36;3.0;0.0;7432;1;3;2;1.0;0.0;2;2;54;3;0.0;1;2.0;1;0.0;0.0;2477.3333333333335;200.86486486486487;57;3716.0;0.6666666666666666;5;1;0;0;135.12727272727273
1;4;24;4.0;3.0;1851;1;4;4;3.0;2.0;2;3;33;3;1.0;2;2.0;1;1.0;0.0;370.2;74.04;35;925.5;0.8;6;1;1;0;54.44117647058823
1;4;24;2.0;0.0;1393;1;3;2;2.0;2.0;2;1;31;3;1.0;1;2.0;1;1.0;0.0;278.6;55.72;33;696.5;0.4;5;1;1;0;43.53125
1;4;12;4.0;8.0;1412;1;3;4;1.0;2.0;2;1;29;3;1.0;2;3.0;1;1.0;0.0;282.4;108.61538461538461;30;706.0;0.8;5;1;1;0;47.06666666666667
1;4;18;2.0;3.0;1473;1;2;3;3.0;0.0;4;1;39;3;1.0;1;2.0;1;1.0;0.0;294.6;77.52631578947368;40;736.5;0.6;6;1;1;0;36.825
1;4;24;2.0;3.0;1533;1;2;4;1.0;0.0;3;3;38;2;1.0;1;2.0;1;1.0;0.0;306.6;61.32;40;766.5;0.8;5;1;1;0;39.30769230769231
1;4;12;4.0;6.0;2012;5;4;4;1.0;0.0;2;3;61;3;1.0;1;2.0;1;0.0;0.0;402.4;154.76923076923077;62;1006.0;0.8;6;1;0;0;32.45161290322581
0;1;15;2.0;0.0;3959;1;3;3;1.0;0.0;2;2;29;3;1.0;1;2.0;1;1.0;0.0;1979.5;247.4375;30;1979.5;1.5;5;1;1;0;131.96666666666667
1;1;6;2.0;2.0;428;1;5;2;1.0;0.0;1;2;49;1;1.0;1;2.0;1;1.0;0.0;214.0;61.142857142857146;49;214.0;1.0;6;1;1;0;8.56
1;2;12;4.0;0.0;2366;3;4;3;0.0;0.0;3;3;36;3;1.0;1;3.0;1;1.0;0.0;788.6666666666666;182.0;37;1183.0;1.0;7;1;1;0;63.945945945945944
1;4;12;2.0;2.0;763;1;3;4;1.0;0.0;1;1;26;3;1.0;1;2.0;1;1.0;0.0;152.6;58.69230769230769;27;381.5;0.8;4;1;1;0;28.25925925925926
1;2;21;2.0;2.0;3976;5;4;2;2.0;0.0;3;3;35;3;1.0;1;2.0;1;1.0;0.0;1325.3333333333333;180.72727272727272;36;1988.0;0.6666666666666666;7;1;1;0;110.44444444444444
1;2;18;2.0;0.0;6260;1;4;3;2.0;0.0;3;1;28;3;0.0;1;1.0;1;0.0;0.0;2086.6666666666665;329.4736842105263;29;3130.0;1.0;7;1;0;0;215.86206896551724
1;2;9;4.0;2.0;1919;1;4;4;2.0;0.0;3;3;35;3;0.0;1;2.0;1;1.0;0.0;639.6666666666666;191.9;35;959.5;1.3333333333333333;7;1;1;0;53.30555555555556
1;4;24;2.0;1.0;2603;4;3;2;1.0;0.0;4;3;28;3;0.0;1;2.0;1;1.0;0.0;520.6;104.12;30;1301.5;0.4;7;1;1;0;89.75862068965517
1;4;9;4.0;6.0;936;3;5;4;2.0;0.0;2;3;52;3;1.0;2;2.0;1;1.0;0.0;187.2;93.6;52;468.0;0.8;7;1;1;0;17.660377358490567
1;4;24;2.0;2.0;3062;3;5;4;2.0;0.0;3;4;32;3;0.0;1;2.0;1;1.0;0.0;612.4;122.48;34;1531.0;0.8;8;1;1;0;92.78787878787878
1;2;36;2.0;3.0;4795;1;2;4;1.0;0.0;1;4;30;3;1.0;1;3.0;1;1.0;0.0;1598.3333333333333;129.59459459459458;33;2397.5;1.3333333333333333;3;1;1;0;154.67741935483872
1;4;36;4.0;1.0;5842;1;5;2;2.0;0.0;2;2;35;3;1.0;2;2.0;2;1.0;0.0;1168.4;157.8918918918919;38;1947.3333333333333;0.4;7;1;1;0;162.27777777777777
1;2;6;2.0;3.0;2063;1;2;4;3.0;0.0;3;3;30;3;0.0;1;3.0;1;1.0;0.0;687.6666666666666;294.7142857142857;30;1031.5;1.3333333333333333;5;1;1;0;66.54838709677419
1;4;15;4.0;3.0;1459;1;3;4;1.0;0.0;2;3;43;3;1.0;1;1.0;1;0.0;0.0;291.8;91.1875;44;729.5;0.8;5;1;0;0;33.15909090909091
1;4;15;2.0;3.0;1213;3;5;4;2.0;0.0;3;2;47;2;1.0;1;2.0;1;1.0;0.0;242.6;75.8125;48;606.5;0.8;8;1;1;0;25.270833333333332
1;4;24;4.0;3.0;5103;1;2;3;3.0;0.0;3;4;47;3;2.0;3;2.0;1;1.0;0.0;1020.6;204.12;49;2551.5;0.6;5;1;1;0;106.3125
1;4;15;2.0;4.0;874;5;2;4;1.0;0.0;1;1;24;3;1.0;1;2.0;1;0.0;0.0;174.8;54.625;25;437.0;0.8;3;1;0;0;34.96
1;4;6;2.0;2.0;2978;3;3;1;2.0;0.0;2;3;32;3;1.0;1;2.0;1;1.0;0.0;595.6;425.42857142857144;32;1489.0;0.2;5;1;1;0;90.24242424242425
1;4;18;2.0;0.0;1820;1;3;2;3.0;0.0;2;2;30;3;1.0;1;3.0;1;1.0;0.0;364.0;95.78947368421052;31;910.0;0.4;5;1;1;0;58.70967741935484
1;4;24;4.0;3.0;2872;2;5;3;2.0;0.0;4;1;36;3;1.0;1;2.0;2;1.0;0.0;574.4;114.88;38;957.3333333333334;0.6;9;1;1;0;77.62162162162163
1;3;24;2.0;2.0;1925;1;3;2;2.0;0.0;2;1;26;3;1.0;1;2.0;1;0.0;0.0;481.25;77.0;28;962.5;0.5;5;1;0;0;71.29629629629629
1;4;18;2.0;2.0;2515;1;3;3;2.0;0.0;4;1;43;3;1.0;1;2.0;1;1.0;0.0;503.0;132.3684210526316;44;1257.5;0.6;7;1;1;0;57.15909090909091
1;3;6;2.0;2.0;2116;1;3;2;2.0;0.0;2;1;41;3;1.0;1;2.0;1;1.0;0.0;529.0;302.2857142857143;41;1058.0;0.5;5;1;1;0;50.38095238095238
1;4;18;2.0;3.0;1453;1;2;3;1.0;0.0;1;1;26;3;1.0;1;2.0;1;0.0;0.0;290.6;76.47368421052632;27;726.5;0.6;3;1;0;0;53.81481481481482
1;4;10;2.0;0.0;1364;1;3;2;1.0;0.0;4;3;64;3;1.0;1;2.0;1;1.0;0.0;272.8;124.0;64;682.0;0.4;7;1;1;0;20.984615384615385
1;4;6;2.0;2.0;1543;4;3;4;0.0;0.0;2;1;33;3;1.0;1;2.0;1;0.0;0.0;308.6;220.42857142857142;33;771.5;0.8;5;1;0;0;45.38235294117647
1;2;12;2.0;0.0;1318;4;5;4;2.0;0.0;4;1;54;3;1.0;1;2.0;1;1.0;0.0;439.3333333333333;101.38461538461539;55;659.0;1.3333333333333333;9;1;1;0;23.963636363636365
